Sample	Total	Assigned	Unassigned_rRNA	Unassigned_Unmapped	Unassigned_Read_Type	Unassigned_Singleton	Unassigned_MappingQuality	Unassigned_Chimera	Unassigned_FragmentLength	Unassigned_Duplicate	Unassigned_MultiMapping	Unassigned_Secondary	Unassigned_NonSplit	Unassigned_NoFeatures	Unassigned_Overlapping_Length	Unassigned_Ambiguity	percent_assigned	reads_processed	reads_aligned	reads_aligned_percentage	not_aligned	not_aligned_percentage	Filename	File type	Encoding	Total Sequences	Sequences flagged as poor quality	Sequence length	%GC	total_deduplicated_percentage	avg_sequence_length	basic_statistics	per_base_sequence_quality	per_sequence_quality_scores	per_base_sequence_content	per_sequence_gc_content	per_base_n_content	sequence_length_distribution	sequence_duplication_levels	overrepresented_sequences	adapter_content	per_tile_sequence_quality	r_processed	r_with_adapters	r_written	bp_processed	quality_trimmed	bp_written	percent_trimmed	pe_sense	pe_antisense	failed	se_sense	se_antisense
SRX2508582	14429892	12675286	9686	309375	0	0	0	0	0	0	0	0	0	909562	516671	9312	87.8404772537452	14429892.0	14120517.0	97.86	309375.0	2.14	SRX2508582_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	14429892.0	0.0	20-51	44.0	65.63077155343015	49.9124396773032	pass	pass	pass	fail	pass	pass	warn	warn	pass	pass		14430597	4808233	14430597	729032356	18887	720236038	1.2065744308336297			0.1064	0.879	0.0146
SRX2508583	14402814	7207967	4584	6343314	0	0	0	0	0	0	0	0	0	538693	302971	5285	50.045546654980065	14402814.0	8059500.0	55.96	6343314.0	44.04	SRX2508583_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	14402814.0	0.0	20-51	48.0	48.71994755224293	49.78727830547558	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass		14402900	4848836	14402900	726014165	18807	717077748	1.2308874166387649			0.091	0.8965	0.0126
SRX2508584	20289748	11157595	4987	7732375	0	0	0	0	0	0	0	0	0	896408	489014	9369	54.99129412548642	20289748.0	12557373.0	61.89	7732375.0	38.11	SRX2508584_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	20289748.0	0.0	20-51	47.0	67.37881759469468	49.84814266791288	pass	pass	pass	fail	warn	pass	warn	warn	pass	pass		20289891	6321755	20289891	1022802847	26799	1011407604	1.1141192101120538			0.0619	0.9317	0.0064
SRX2508585	17175070	15253994	6508	179611	0	0	0	0	0	0	0	0	0	1123904	599722	11331	88.81474136641073	17175070.0	16995459.0	98.95	179611.0	1.05	SRX2508585_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	17175070.0	0.0	20-51	44.0	64.36894708573182	49.924922343839064	pass	pass	pass	fail	pass	pass	warn	warn	pass	pass		17175803	5487058	17175803	867424174	23045	857469075	1.1476621586522673			0.0754	0.9113	0.0134
SRX2508586	14098762	12396599	4924	337508	0	0	0	0	0	0	0	0	0	885559	464818	9354	87.92686194716956	14098762.0	13761254.0	97.61	337508.0	2.39	SRX2508586_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	14098762.0	0.0	20-51	44.0	65.1436462230107	49.930696822884165	pass	pass	pass	fail	pass	pass	warn	warn	pass	pass		14099541	4606332	14099541	712362357	18175	703966532	1.1785890870704725			0.0366	0.961	0.0024
SRX2508587	19297824	9750012	6405	8420865	0	0	0	0	0	0	0	0	0	708021	405163	7358	50.52389326382083	19297824.0	10876959.0	56.36	8420865.0	43.64	SRX2508587_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	19297824.0	0.0	20-51	48.0	57.09107422141121	49.78567474757775	pass	pass	pass	fail	warn	pass	warn	warn	warn	pass		19297925	6154986	19297925	972079502	28084	960756162	1.1648573986698467			0.0348	0.9635	0.0016
SRX2508588	17160119	9413713	4160	6530455	0	0	0	0	0	0	0	0	0	772558	431432	7801	54.85808693983999	17160119.0	10629664.0	61.94	6530455.0	38.06	SRX2508588_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	17160119.0	0.0	20-51	47.0	64.69863096123564	49.80936804692322	pass	pass	pass	fail	warn	pass	warn	warn	pass	pass		17160207	5744664	17160207	865275535	22415	854735546	1.2181078250409565			0.0383	0.9597	0.002
SRX2508589	18457806	16385352	6642	189408	0	0	0	0	0	0	0	0	0	1248345	615941	12118	88.77193746645729	18457806.0	18268398.0	98.97	189408.0	1.03	SRX2508589_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	18457806.0	0.0	20-51	44.0	62.243256357281744	49.934384617543394	pass	pass	pass	fail	pass	pass	warn	warn	pass	pass		18458820	6044220	18458820	932770623	23379	921686549	1.1882957853401437			0.0057	0.9927	0.0016
SRX2508590	13333457	11706798	5535	305973	0	0	0	0	0	0	0	0	0	868818	437698	8635	87.80017065341718	13333457.0	13027484.0	97.71	305973.0	2.29	SRX2508590_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	13333457.0	0.0	20-51	44.0	63.42109149209878	49.911003575441846	pass	pass	pass	fail	pass	pass	warn	warn	pass	pass		13334347	4467437	13334347	673667733	16556	665492397	1.2135561196605509			0.035	0.9634	0.0016
SRX2508591	20300207	10384525	3956	8767362	0	0	0	0	0	0	0	0	0	746591	389956	7817	51.15477393900466	20300207.0	11532845.0	56.81	8767362.0	43.19	SRX2508591_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	20300207.0	0.0	20-51	48.0	56.58443540492026	49.79170507965756	pass	pass	pass	fail	pass	pass	warn	warn	warn	pass		20300445	6694721	20300445	1023059736	27324	1010783779	1.1999257294590666			0.0337	0.9655	0.0008
SRX2508592	15498362	8433790	4780	6069378	0	0	0	0	0	0	0	0	0	652390	330701	7323	54.417299066830424	15498362.0	9428984.0	60.84	6069378.0	39.16	SRX2508592_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	15498362.0	0.0	20-51	48.0	62.13181359508765	50.014098586676454	pass	pass	pass	fail	warn	pass	warn	warn	pass	pass		15498631	3434329	15498631	781322205	20584	775138491	0.791442245008255			0.0245	0.9744	0.0011
SRX2529102	39283834	33801516	104366	395327	0	0	0	0	0	0	0	0	0	3615012	1337429	30184	86.04434078404873	39283834.0	38888507.0	98.99	395327.0	1.01	SRX2529102_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	39283834.0	0.0	20-65	44.0	11.589128777981193	64.40965135938616	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass		39580077	12805635	39580077	2572705005	5527175	2530457778	1.6421325771082722			0.3886	0.0154	0.596
SRX2529103	40994667	35739983	30604	413352	0	0	0	0	0	0	0	0	0	3208737	1567476	34515	87.18203028701271	40994667.0	40581315.0	98.99	413352.0	1.01	SRX2529103_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	40994667.0	0.0	20-65	44.0	10.31990682170069	64.29012932340687	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass		41206656	13486661	41206656	2678432640	7725244	2635874761	1.5889098110751814			0.3637	0.0117	0.6246
SRX2529104	47612648	40893410	50321	561618	0	0	0	0	0	0	0	0	0	4647701	1420117	39481	85.88770362026494	47612648.0	47051030.0	98.82	561618.0	1.18	SRX2529104_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	47612648.0	0.0	20-65	44.0	11.383640913396931	64.35208457635038	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass		47779817	15472561	47779817	3105688105	4815788	3064123894	1.3383253435231868			0.4429	0.0275	0.5296
SRX2529105	60386240	51255587	11495	715316	0	0	0	0	0	0	0	0	0	6042700	2309453	51689	84.87958018250517	60386240.0	59670924.0	98.82	715316.0	1.18	SRX2529105_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	60386240.0	0.0	20-65	43.0	9.128677330767216	64.41700927231105	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass		60995980	19911376	60995980	3964738700	7157010	3890140123	1.8815509077559132			0.4161	0.0306	0.5533
SRX2529106	37806281	33541881	9957	187855	0	0	0	0	0	0	0	0	0	2656168	1379073	31347	88.72039278341076	37806281.0	37618426.0	99.5	187855.0	0.5	SRX2529106_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	37806281.0	0.0	20-65	44.0	9.685886430107884	64.40945527014414	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass		38167643	12306218	38167643	2480896795	5383458	2435280732	1.8386924878106428			0.4091	0.0105	0.5805
SRX2529107	59941174	50072687	24453	305917	0	0	0	0	0	0	0	0	0	6618044	2875408	44665	83.53638018501273	59941174.0	59635257.0	99.49	305917.0	0.51	SRX2529107_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	59941174.0	0.0	20-65	43.0	8.141433746853505	64.41782271398289	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass		60212420	19384157	60212420	3913807300	5554107	3861428709	1.3383027570110566			0.3938	0.0333	0.5728
SRX2804665	1441082	5376	249326	302229	0	0	0	0	0	0	0	0	0	883160	971	20	0.37305302543505503	1441082.0	1138853.0	79.03	302229.0	20.97	SRX2804665_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1441082.0	0.0	18-200	57.0	16.629104702249723	65.18075515480729	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass		1976635	1909472	1976635	395327000	151020216	94640405	76.06022229698452			0.5459	0.4486	0.0054
SRX2804666	1503904	6443	191441	252882	0	0	0	0	0	0	0	0	0	1051540	1573	25	0.42841830329595504	1503904.0	1251022.0	83.18	252882.0	16.82	SRX2804666_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1503904.0	0.0	18-200	59.0	16.019887559813544	65.65671745005001	pass	fail	pass	fail	warn	pass	warn	fail	fail	pass		1854241	1838836	1854241	370848200	130896060	99146611	73.26490704282777			0.5058	0.4891	0.005
SRX2804667	1463887	2307	159944	721013	0	0	0	0	0	0	0	0	0	580277	342	4	0.15759413124100424	1463887.0	742874.0	50.75	721013.0	49.25	SRX2804667_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1463887.0	0.0	18-200	50.0	10.60512473052815	113.66324859774012	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass		1907773	1544852	1907773	381554600	108558678	167112140	56.20229974949849			0.466	0.5299	0.0041
SRX2804668	1457308	2424	112727	348852	0	0	0	0	0	0	0	0	0	992830	469	6	0.16633408997960622	1457308.0	1108456.0	76.06	348852.0	23.94	SRX2804668_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1457308.0	0.0	18-200	57.0	9.90919915756132	75.7407823191803	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass		1766766	1702753	1766766	353353200	114196064	110854886	68.6277396101125			0.46	0.5369	0.0031
SRX2804669	2154977	30458	263210	299875	0	0	0	0	0	0	0	0	0	1558345	3029	60	1.4133793539327801	2154977.0	1855102.0	86.08	299875.0	13.92	SRX2804669_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2154977.0	0.0	18-160	57.0	14.618470617489868	52.411065640143725	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass		3037511	2981125	3037511	486001760	66033200	114545489	76.4310546941229			0.5792	0.4112	0.0096
SRX3053960	9030426	4297361	85356	3348935	0	0	0	0	0	0	0	0	0	1226548	63085	9141	47.58757781748059	9030426.0	5681491.0	62.91	3348935.0	37.09	SRX3053960_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	9030426.0	0.0	20-367	47.0	33.8647096509408	95.14488175862355	pass	warn	warn	fail	warn	pass	warn	fail	fail	pass		9483787	2956501	9483787	899392193	29164048	865988087	3.71407560127665			0.4774	0.5054	0.0173
SRX3053961	12018907	3783117	14841	6274494	0	0	0	0	0	0	0	0	0	1910630	26722	9103	31.47638133816993	12018907.0	5744413.0	47.79	6274494.0	52.21	SRX3053961_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	12018907.0	0.0	20-363	49.0	44.9450509617994	88.11497301709714	pass	warn	warn	fail	pass	pass	warn	fail	fail	pass		13066738	3927431	13066738	1120021194	43139817	1071380735	4.34281594496327			0.461	0.5353	0.0037
SRX3053962	10975082	5312695	14654	4834654	0	0	0	0	0	0	0	0	0	758853	41368	12858	48.40688206247571	10975082.0	6140428.0	55.95	4834654.0	44.05	SRX3053962_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	10975082.0	0.0	20-364	48.0	34.16775744402017	100.98734132464796	pass	warn	warn	fail	pass	pass	warn	fail	warn	pass		11781469	3488459	11781469	1173006112	50202737	1117784820	4.707672998041463			0.3477	0.6471	0.0053
SRX3053963	14220376	6499387	5977	6391501	0	0	0	0	0	0	0	0	0	1212636	97530	13345	45.70474789133564	14220376.0	7828875.0	55.05	6391501.0	44.95	SRX3053963_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	14220376.0	0.0	20-366	46.0	31.345203966740552	104.39074381718176	pass	warn	warn	fail	pass	pass	warn	fail	warn	pass		15074141	4734357	15074141	1603935436	100145169	1497007617	6.6665912230646684			0.4906	0.4846	0.0248
SRX3053964	18993936	7976524	23405	8892298	0	0	0	0	0	0	0	0	0	1971710	116015	13984	41.99510833352287	18993936.0	10101638.0	53.18	8892298.0	46.82	SRX3053964_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	18993936.0	0.0	20-366	47.0	23.613746100991573	115.79821749425713	pass	warn	warn	fail	warn	pass	warn	fail	fail	pass		20123885	6564963	20123885	2402805124	177929588	2215551463	7.793127254875955			0.5252	0.4486	0.0263
SRX3053965	18080326	10103328	4817	7554305	0	0	0	0	0	0	0	0	0	265743	129757	22376	55.880231363084924	18080326.0	10526021.0	58.22	7554305.0	41.78	SRX3053965_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	18080326.0	0.0	20-367	46.0	27.395985387410988	104.08025961478792	pass	warn	warn	fail	pass	pass	warn	fail	warn	pass		19303776	5966128	19303776	2032780313	125958558	1898279821	6.616577853486916			0.3632	0.632	0.0049
SRX3053966	15348213	7405223	7259	7622710	0	0	0	0	0	0	0	0	0	213782	82062	17177	48.24811201147653	15348213.0	7725503.0	50.33	7622710.0	49.67	SRX3053966_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	15348213.0	0.0	20-367	47.0	28.34594733881784	116.9781675560536	pass	warn	warn	fail	pass	pass	warn	fail	warn	pass		16449166	5144506	16449166	1966743130	149562827	1809796687	7.980017349800022			0.3657	0.63	0.0043
SRX3066687	80660862	4328207	31466159	5774277	0	0	0	0	39495	0	0	0	0	38901880	142028	8816	5.365931993139374	80660862.0	74886585.0	92.84	5774277.0	7.16	SRX3066687_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	80660862.0	0.0	20-150	51.0	9.164719849435883	147.77904357134196	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass		80818886	24445205	80818886	12122832900	105488898	11963140444	1.3172866220073032	0.4486	0.052000000000000005	0.4994		
SRX315297	3755114	124065	103	3618599	0	0	0	0	0	0	0	0	0	11422	794	131	3.3038943691190203	3755114.0	136515.0	3.64	3618599.0	96.36	SRX315297_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3755114.0	0.0	18-50	52.0	62.90416797001467	40.2050036297167	pass	warn	pass	fail	warn	pass	warn	warn	fail	warn		4857362	1292196	4857362	242868100	83436104	157650719	35.08792673883478			0.5384	0.1592	0.3024
SRX315298	9909900	120386	76	9775397	0	0	0	0	0	0	0	0	0	12470	1478	93	1.2148053966235786	9909900.0	134503.0	1.36	9775397.0	98.64	SRX315298_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	9909900.0	0.0	20-50	49.0	71.65770987015044	41.60262242807698	pass	warn	pass	fail	pass	pass	warn	pass	pass	pass		15809901	4889602	15809901	790495050	339949240	444043544	43.827156918945924			0.5215	0.2268	0.2517
SRX315299	1817581	29193	16	1785607	0	0	0	0	0	0	0	0	0	2523	219	23	1.6061457508633727	1817581.0	31974.0	1.76	1785607.0	98.24	SRX315299_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1817581.0	0.0	20-50	52.0	62.12677982681138	40.52140454813293	pass	warn	pass	fail	pass	pass	warn	warn	warn	warn		3393921	1017606	3393921	157194743	73185967	82645867	47.42453505585743			0.4899	0.2533	0.2569
SRX315300	8845129	116076	121	8557440	0	0	0	0	0	0	0	0	0	170280	1102	110	1.312315512865895	8845129.0	287689.0	3.25	8557440.0	96.75	SRX315300_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	8845129.0	0.0	18-50	51.0	71.44504228818313	41.50452593738317	pass	warn	pass	fail	warn	pass	warn	pass	warn	pass		12857472	3590027	12857472	642873600	250605504	387331949	39.74990589129807			0.5011	0.1476	0.3513
SRX315301	3903575	103889	81	3789114	0	0	0	0	0	0	0	0	0	9597	797	97	2.661380913649668	3903575.0	114461.0	2.93	3789114.0	97.07	SRX315301_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3903575.0	0.0	18-50	54.0	63.920882711106394	40.76428888903121	pass	warn	pass	fail	warn	pass	warn	warn	fail	warn		5152358	1336032	5152358	257617900	89790942	165970156	35.575068347346985			0.4962	0.1735	0.3303
SRX315302	5874531	85082	75	5638667	0	0	0	0	0	0	0	0	0	149825	809	73	1.4483198743865682	5874531.0	235864.0	4.02	5638667.0	95.98	SRX315302_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	5874531.0	0.0	18-50	48.0	60.50803783058709	41.709964931668594	pass	pass	pass	fail	pass	pass	warn	warn	warn	pass		7690745	2328027	7690745	384537250	123712573	257624454	33.004031729045764			0.4937	0.1396	0.3667
SRX315303	7751865	87134	36	7644206	0	0	0	0	0	0	0	0	0	19213	1201	75	1.1240391828289062	7751865.0	107659.0	1.39	7644206.0	98.61	SRX315303_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	7751865.0	0.0	20-50	48.0	68.75266940038554	42.536303715299475	pass	pass	pass	fail	pass	pass	warn	warn	warn	pass		10344357	3179623	10344357	517217850	163095908	349873395	32.354733116809484			0.4378	0.2104	0.3518
SRX315304	4676364	60512	22	4606135	0	0	0	0	0	0	0	0	0	8787	845	63	1.293996788958259	4676364.0	70229.0	1.5	4606135.0	98.5	SRX315304_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	4676364.0	0.0	20-50	49.0	65.82600306775471	42.11565438447477	pass	pass	pass	fail	fail	pass	warn	warn	fail	warn		6196992	2034644	6196992	309849600	96926029	210279448	32.13499452637667			0.4684	0.2091	0.3225
SRX315305	5758693	68688	84	5568029	0	0	0	0	0	0	0	0	0	121239	559	94	1.1927706512571516	5758693.0	190664.0	3.31	5568029.0	96.69	SRX315305_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	5758693.0	0.0	18-50	50.0	58.6902129809362	41.52119256921666	pass	pass	pass	fail	fail	pass	warn	warn	fail	pass		7671042	2202078	7671042	383552100	129809934	250696278	34.6382726101617			0.5022	0.1469	0.3509
SRX315306	5393663	58360	14	5324549	0	0	0	0	0	0	0	0	0	9362	1343	35	1.0820105000998397	5393663.0	69114.0	1.28	5324549.0	98.72	SRX315306_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	5393663.0	0.0	20-50	51.0	70.01089793477361	42.423860927165826	pass	pass	pass	fail	warn	pass	warn	pass	warn	pass		6965127	2224957	6965127	348256350	103425632	241894355	30.541293791197205			0.4806	0.19399999999999998	0.3254
SRX315307	2973066	108391	84	2850208	0	0	0	0	0	0	0	0	0	13335	900	148	3.6457650116075455	2973066.0	122858.0	4.13	2850208.0	95.87	SRX315307_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2973066.0	0.0	18-50	49.0	68.03716855045084	40.288073994993724	pass	pass	pass	fail	fail	pass	warn	warn	fail	pass		4684486	1207484	4684486	222051330	92246101	128155209	42.28577284360333			0.5182	0.1732	0.3087
SRX315308	6076973	69098	18	6001843	0	0	0	0	0	0	0	0	0	5453	509	52	1.1370463551508292	6076973.0	75130.0	1.24	6001843.0	98.76	SRX315308_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	6076973.0	0.0	20-50	51.0	59.21584776973366	42.6715015847528	pass	pass	pass	fail	fail	pass	warn	warn	warn	pass		8020515	2469915	8020515	401025750	123324199	274304162	31.599364379968122			0.6147	0.1882	0.1971
SRX315309	20821770	66910	5	20750197	0	0	0	0	0	0	0	0	0	4125	494	39	0.3213463600837009	20821770.0	71573.0	0.34	20750197.0	99.66	SRX315309_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	20821770.0	0.0	20-49	52.0	6.4315963660061515	41.43630373402453	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass		21299888	8016280	21299888	922209571	42051468	868530997	5.820648113833118			0.3795	0.3286	0.292
SRX315310	28857827	91298	6	28760337	0	0	0	0	0	0	0	0	0	5581	560	45	0.31637170740541204	28857827.0	97490.0	0.34	28760337.0	99.66	SRX315310_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	28857827.0	0.0	20-49	52.0	7.563030705093689	41.538914728402794	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass		29482063	11054667	29482063	1280109288	57702665	1206364235	5.760840397870778			0.4486	0.2253	0.3261
SRX315311	22910386	59927	9	22843320	0	0	0	0	0	0	0	0	0	5974	1116	40	0.261571324027452	22910386.0	67066.0	0.29	22843320.0	99.71	SRX315311_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	22910386.0	0.0	20-49	51.0	8.841286205207187	41.75978379412726	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass		23351502	8787969	23351502	1017767365	42972175	962005496	5.478842308919977			0.4979	0.2005	0.3016
SRX315312	19550790	66132	4	19479978	0	0	0	0	0	0	0	0	0	4215	407	54	0.33825743102964123	19550790.0	70812.0	0.36	19479978.0	99.64	SRX315312_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	19550790.0	0.0	20-49	53.0	5.4426539569626255	40.904824715523006	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass		20027545	7226887	20027545	854602944	38476820	805801099	5.71047003086383			0.3444	0.4084	0.2472
SRX315313	68561884	210158	11	68336619	0	0	0	0	0	0	0	0	0	13419	1535	142	0.3065230821253395	68561884.0	225265.0	0.33	68336619.0	99.67	SRX315313_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	68561884.0	0.0	20-49	53.0	9.292596800676137	41.43509205493828	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass		69933544	26065038	69933544	3024224069	128905036	2857460229	5.514268658510567			0.4366	0.2814	0.2819
SRX315314	11770006	29398	0	11737639	0	0	0	0	0	0	0	0	0	2470	479	20	0.24977047590290094	11770006.0	32367.0	0.27	11737639.0	99.73	SRX315314_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	11770006.0	0.0	20-49	52.0	7.628749791184477	42.020368128954225	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass		12033312	4474772	12033312	527868797	23732945	497528782	5.7476431970272355			0.4846	0.203	0.3124
SRX315315	31094439	88779	12	30994196	0	0	0	0	0	0	0	0	0	9860	1548	44	0.2855140753624788	31094439.0	100243.0	0.32	30994196.0	99.68	SRX315315_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	31094439.0	0.0	20-49	52.0	9.256669679847834	41.10804269535141	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass		31623682	11778893	31623682	1356854281	54975224	1284747391	5.314269263082349			0.4895	0.1999	0.3106
SRX315316	22414913	91492	6	22317564	0	0	0	0	0	0	0	0	0	5154	596	101	0.4081746826320494	22414913.0	97349.0	0.43	22317564.0	99.57	SRX315316_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	22414913.0	0.0	20-49	53.0	5.801073419932985	39.85632908769264	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass		23194895	8222306	23194895	966124136	51957402	902617344	6.573357359949032			0.3379	0.4261	0.2359
SRX315317	29395547	107238	8	29280305	0	0	0	0	0	0	0	0	0	7131	759	106	0.36481035716055904	29395547.0	115242.0	0.39	29280305.0	99.61	SRX315317_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	29395547.0	0.0	20-49	53.0	6.345519746064474	39.82297733734977	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass		30286105	10478243	30286105	1259914919	63305104	1182092078	6.1768330405808936			0.3191	0.4514	0.2296
