Sample	Total	Assigned	Unassigned_rRNA	Unassigned_Unmapped	Unassigned_Read_Type	Unassigned_Singleton	Unassigned_MappingQuality	Unassigned_Chimera	Unassigned_FragmentLength	Unassigned_Duplicate	Unassigned_MultiMapping	Unassigned_Secondary	Unassigned_NonSplit	Unassigned_NoFeatures	Unassigned_Overlapping_Length	Unassigned_Ambiguity	percent_assigned	reads_processed	reads_aligned	reads_aligned_percentage	not_aligned	not_aligned_percentage	Filename	File type	Encoding	Total Sequences	Sequences flagged as poor quality	Sequence length	%GC	total_deduplicated_percentage	avg_sequence_length	basic_statistics	per_base_sequence_quality	per_sequence_quality_scores	per_base_sequence_content	per_sequence_gc_content	per_base_n_content	sequence_length_distribution	sequence_duplication_levels	overrepresented_sequences	adapter_content	per_tile_sequence_quality	r_processed	r_with_adapters	r_written	bp_processed	quality_trimmed	bp_written	percent_trimmed	pe_sense	pe_antisense	failed	se_sense	se_antisense
ERX546750	11267491	4846529	0	6141561	0	0	0	0	441	0	0	0	0	40326	229746	8888	43.01338248240003	11267491.0	5125930.0	45.49	6141561.0	54.51	ERX546750_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	11267491.0	0.0	23-151	43.0	25.26337699928823	143.4016859654026	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	pass	11267498	4555434	11267498	1613591199	62899	1606886671	0.415503505730264	0.3302	0.3304	0.3394		
ERX546751	2524710	2053835	0	88829	0	0	0	0	1265	0	0	0	0	257965	118350	4466	81.34934309287006	2524710.0	2435881.0	96.48	88829.0	3.52	ERX546751_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2524710.0	0.0	18-151	44.0	20.397143102182795	142.9066970067849	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass	pass	2524823	1018639	2524823	357669151	25430	356260134	0.39394423479367946	0.0105	0.5789	0.4106		
ERX546752	2865466	859177	0	1782997	0	0	0	0	4457	0	0	0	0	172483	45122	1230	29.983849049334378	2865466.0	1082469.0	37.78	1782997.0	62.22	ERX546752_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2865466.0	0.0	18-151	45.0	19.215889984543708	133.85296213600162	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	pass	2865848	767054	2865848	384532931	59537	383408337	0.2924571367855098	0.6118	0.0166	0.3716		
SRX093375	40854847	0	0	40848969	0	0	0	0	5780	0	0	0	0	98	0	0	0.0	40854847.0	5878.0	0.01	40848969.0	99.99	SRX093375_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	40854847.0	0.0	20-50	54.0	6.6500663246684635	41.67900070706421	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass	pass	44093600	15992818	44093600	2204680000	57621901	1788501697	18.877038980713753	0.0424	0.0114	0.9462		
SRX093376	30994891	0	0	30987663	0	0	0	0	7185	0	0	0	0	43	0	0	0.0	30994891.0	7228.0	0.02	30987663.0	99.98	SRX093376_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	30994891.0	0.0	20-50	51.0	2.21347507444339	37.06727044144147	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass	fail	33333480	20367234	33333480	1666674000	94442980	1161354043	30.319064016118325	0.034	0.0108	0.9552		
SRX119210	18135801	178976	1192261	16495433	0	0	0	0	0	0	0	0	0	205995	62904	232	0.9868657028162142	18135801.0	1640368.0	9.04	16495433.0	90.96	SRX119210_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	18135801.0	0.0	20-50	52.0	17.705960145775578	48.53680011155835	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass	fail	18230224	4689519	18230224	911511200	25121771	881410716	3.3022615629956067			0.5358	0.4634	0.0008
SRX119211	15900407	116761	1275682	14273754	0	0	0	0	0	0	0	0	0	185635	48424	151	0.7343271150229047	15900407.0	1626653.0	10.23	14273754.0	89.77	SRX119211_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	15900407.0	0.0	20-50	52.0	16.41123616903999	48.21162747595078	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass	fail	15991160	3913014	15991160	799558000	27748319	767699869	3.9844677934558836			0.5208	0.4785	0.0006
SRX119212	212179814	821578	8781116	201628061	0	0	0	0	0	0	0	0	0	808920	139080	1059	0.3872083703494999	212179814.0	10551753.0	4.97	201628061.0	95.03	SRX119212_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	212179814.0	0.0	20-50	52.0	7.868801528671247	48.47012448601732	pass	pass	pass	fail	fail	warn	warn	fail	fail	pass	fail	212302107	71084239	212302107	10615105350	254894925	10286202464	3.0984420328904227			0.4905	0.5095	0.0001
SRX1254783	14958633	11944480	6978	242528	0	0	0	0	0	0	0	0	0	2512427	218491	33729	79.8500772095953	14958633.0	14716105.0	98.38	242528.0	1.62	SRX1254783_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	14958633.0	0.0	20-50	45.0	12.650189072885182	49.581158853218746	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	pass	14959265	4569783	14959265	747963250	305817	741670255	0.8413508283996572			0.4746	0.0168	0.5086
SRX1254784	14769589	12059258	1793	227094	0	0	0	0	0	0	0	0	0	2223318	217694	40432	81.64924562220385	14769589.0	14542495.0	98.46	227094.0	1.54	SRX1254784_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	14769589.0	0.0	20-50	44.0	13.053980511654801	49.578235453945275	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	pass	14770161	4559161	14770161	738508050	282751	732253790	0.8468777016039297			0.4911	0.0191	0.4898
SRX1254785	15613499	12921636	2297	291097	0	0	0	0	0	0	0	0	0	2140374	222071	36024	82.75938660514213	15613499.0	15322402.0	98.14	291097.0	1.86	SRX1254785_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	15613499.0	0.0	20-50	44.0	13.534414748902018	49.57390876958458	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	pass	15614061	4875827	15614061	780703050	279231	774025884	0.8552760233228242			0.49700000000000005	0.0189	0.4841
SRX1254786	14747190	11523007	3448	240824	0	0	0	0	0	0	0	0	0	2724180	216652	39079	78.13696711034441	14747190.0	14506366.0	98.37	240824.0	1.63	SRX1254786_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	14747190.0	0.0	20-50	45.0	12.478677268169005	49.57752310779206	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	pass	14747674	4572673	14747674	737383700	264298	731132093	0.8478092206269274			0.5051	0.0181	0.4767
SRX1473807	15197408	13661078	2941	156000	0	0	0	0	0	0	0	0	0	826293	538145	12951	89.89084191198921	15197408.0	15041408.0	98.97	156000.0	1.03	SRX1473807_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	15197408.0	0.0	20-52	43.0	67.16640299869294	51.36947932173697	pass	pass	pass	fail	pass	pass	warn	warn	pass	pass		15199695	5197286	15199695	790384140	2761795	780704173	1.2247167560826815			0.0326	0.4949	0.4725
SRX1473808	16406923	14716950	2549	163247	0	0	0	0	0	0	0	0	0	915976	594983	13218	89.6996347212698	16406923.0	16243676.0	99.01	163247.0	0.99	SRX1473808_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	16406923.0	0.0	20-52	43.0	67.55933300403235	51.36996644648115	pass	pass	pass	fail	pass	pass	warn	warn	pass	pass		16409644	5607602	16409644	853301488	2987702	842846425	1.2252484200519758			0.0333	0.4943	0.4723
SRX1473809	14064071	12615979	1997	136469	0	0	0	0	0	0	0	0	0	792332	505619	11675	89.70360715613566	14064071.0	13927602.0	99.03	136469.0	0.97	SRX1473809_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	14064071.0	0.0	20-52	43.0	67.45278800378266	51.36239407494459	pass	pass	pass	fail	pass	pass	warn	warn	pass	pass		14065862	4808268	14065862	731424824	2637232	722383754	1.236090122092985			0.0288	0.4983	0.4728
SRX1507977	26815160	21136962	9829	1804988	0	0	0	0	0	0	0	0	0	3320466	499375	43540	78.82467231222935	26815160.0	25010172.0	93.27	1804988.0	6.73	SRX1507977_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	26815160.0	0.0	18-90	46.0	13.97180501273946	88.16869382841647	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass		26817444	9335683	26817444	2413569960	28702382	2372462907	1.7031639306614506			0.4769	0.2638	0.2594
SRX1547387	8769109	3152874	24763	399139	0	0	0	0	0	0	0	0	0	4505392	683911	3030	35.954325576292874	8769109.0	8369970.0	95.45	399139.0	4.55	SRX1547387_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	8769109.0	0.0	20-51	42.0	18.939894376668953	46.41976225862856	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass		9041229	4569984	9041229	461102679	717961	409820167	11.12171200375958			0.2716	0.62	0.1084
SRX1547388	6415160	1045730	4610	471841	0	0	0	0	0	0	0	0	0	4592838	298975	1166	16.30091844942293	6415160.0	5943319.0	92.64	471841.0	7.36	SRX1547388_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	6415160.0	0.0	20-51	40.0	15.16895157479138	47.78702573279544	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass		6534816	3247503	6534816	333275616	475002	307701067	7.673693415362258			0.1324	0.7697	0.0978
SRX1547389	4802941	1109280	146715	651643	0	0	0	0	0	0	0	0	0	2738570	155605	1128	23.095848980864016	4802941.0	4151298.0	86.43	651643.0	13.57	SRX1547389_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	4802941.0	0.0	20-51	41.0	25.069414458345662	39.035972750862435	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass		5767617	4462962	5767617	294148467	370211	196869988	33.07121739988534			0.1948	0.7345	0.0707
SRX1547390	42637862	38058315	6553	914583	0	0	0	0	0	0	0	0	0	2561762	1042357	54292	89.25943566307335	42637862.0	41723279.0	97.85	914583.0	2.15	SRX1547390_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	42637862.0	0.0	20-100	45.0	17.985511129146836	97.85317289126742	pass	pass	pass	fail	pass	pass	warn	fail	pass	pass	fail	42644969	14288645	42644969	4264496900	59734121	4184990503	1.864379289383468			0.4459	0.2782	0.2758
SRX1547391	46308697	40990948	23028	1760390	0	0	0	0	0	0	0	0	0	2349117	1131406	53808	88.5167380114366	46308697.0	44548307.0	96.2	1760390.0	3.8	SRX1547391_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	46308697.0	0.0	20-100	45.0	23.035182432931627	97.74432612517687	pass	pass	pass	fail	pass	pass	warn	fail	pass	pass	fail	46316945	15866003	46316945	4631694500	69215884	4540761834	1.9632699436458945			0.4523	0.2758	0.2719
SRX1547392	34858841	29317723	4046	797475	0	0	0	0	0	0	0	0	0	3920691	775486	43420	84.10412440275911	34858841.0	34061366.0	97.71	797475.0	2.29	SRX1547392_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	34858841.0	0.0	20-100	45.0	20.395956712124892	97.879757677543	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	fail	34864683	12013892	34864683	3486468300	47178974	3422726025	1.8282763391251833			0.47600000000000003	0.2628	0.2612
SRX1547393	35829579	30046490	3065	1078161	0	0	0	0	0	0	0	0	0	3812938	849281	39644	83.85945589815609	35829579.0	34751418.0	96.99	1078161.0	3.01	SRX1547393_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	35829579.0	0.0	20-100	45.0	22.102189095871314	97.75665061540354	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	fail	35836905	11799017	35836905	3583690500	53824836	3512920587	1.9747774814817296			0.5027	0.2509	0.2464
SRX1736086	15969830	13070462	20750	2115674	0	0	0	0	0	0	0	0	0	425762	323639	13543	81.84471594249908	15969830.0	13854156.0	86.75	2115674.0	13.25	SRX1736086_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	15969830.0	0.0	20-75	42.0	35.779525631386875	73.00692205239505	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	warn	15984347	7308013	15984347	1198826025	5492062	1175845104	1.9169521282289481			0.5174	0.4726	0.01
SRX1736087	17984955	15060902	5809	1976861	0	0	0	0	0	0	0	0	0	505227	415311	20845	83.74167185850618	17984955.0	16008094.0	89.01	1976861.0	10.99	SRX1736087_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	17984955.0	0.0	20-75	42.0	33.20968339958162	73.22143980899591	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	pass	17996294	7957926	17996294	1349722050	5430818	1328185112	1.59565726884287			0.495	0.495	0.01
SRX1736088	15533180	12774698	12185	1930925	0	0	0	0	0	0	0	0	0	411091	385164	19117	82.24135688893067	15533180.0	13602255.0	87.57	1930925.0	12.43	SRX1736088_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	15533180.0	0.0	20-75	42.0	31.910180363553692	73.10852742323208	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	warn	15543831	7186625	15543831	1165787325	4579508	1145157967	1.7695644443552343			0.5124	0.4773	0.0103
SRX1736089	20698095	16826181	47836	2345961	0	0	0	0	0	0	0	0	0	876244	556196	45677	81.2933798980051	20698095.0	18352134.0	88.67	2345961.0	11.33	SRX1736089_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	20698095.0	0.0	20-75	39.0	26.769845918090034	73.0731198209304	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	pass	20719077	9758150	20719077	1553930775	7278136	1525256528	1.845271839731728			0.3155	0.6776	0.0069
SRX1736090	16330809	13044309	59024	2062572	0	0	0	0	0	0	0	0	0	740714	392055	32135	79.87546116055854	16330809.0	14268237.0	87.37	2062572.0	12.63	SRX1736090_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	16330809.0	0.0	20-75	40.0	30.29592054002767	73.09340498685644	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	warn	16359707	7821398	16359707	1226978025	7162807	1203748937	1.8931951124389537			0.2967	0.6970000000000001	0.0063
SRX1736091	18570800	15082114	139928	2187302	0	0	0	0	0	0	0	0	0	644900	478675	37881	81.21413186292459	18570800.0	16383498.0	88.22	2187302.0	11.78	SRX1736091_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	18570800.0	0.0	20-75	40.0	25.075793221160346	72.96016111314536	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass	warn	18587691	8726045	18587691	1394076825	6250012	1366367383	1.9876553073034555			0.3052	0.6864	0.0084
SRX1736092	20660352	17345485	14177	2196470	0	0	0	0	0	0	0	0	0	629668	456592	17960	83.95541857176491	20660352.0	18463882.0	89.37	2196470.0	10.63	SRX1736092_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	20660352.0	0.0	20-75	42.0	30.51880426303993	73.16247641860119	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	pass	20675700	9160574	20675700	1550677500	6122573	1524587512	1.6824896214719052			0.5048	0.4849	0.0103
SRX1736093	17417741	14241581	11909	2290355	0	0	0	0	0	0	0	0	0	491675	363794	18427	81.7647994650971	17417741.0	15127386.0	86.85	2290355.0	13.15	SRX1736093_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	17417741.0	0.0	20-75	42.0	33.04022719829854	72.98621124289309	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	pass	17428583	8138779	17428583	1307143725	5238564	1281908642	1.9305515160545947			0.4996	0.491	0.0094
SRX1736094	21101366	17659058	20442	2338598	0	0	0	0	0	0	0	0	0	654543	408916	19809	83.6868001815617	21101366.0	18762768.0	88.92	2338598.0	11.08	SRX1736094_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	21101366.0	0.0	20-75	43.0	30.694814154149284	73.09555646776612	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	pass	21120011	9264543	21120011	1584000825	7103872	1555818809	1.7791667501183277			0.5198	0.4694	0.0109
SRX1736095	14801462	11543231	10117	2320659	0	0	0	0	0	0	0	0	0	527185	379362	20908	77.98710019321067	14801462.0	12480803.0	84.32	2320659.0	15.68	SRX1736095_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	14801462.0	0.0	20-75	41.0	32.38583548090874	72.9602939223166	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	warn	14829852	7532352	14829852	1112238900	6980653	1088734733	2.1132300803361583			0.4213	0.5691	0.0095
SRX1736096	16810556	13412436	22720	2386928	0	0	0	0	0	0	0	0	0	587329	374037	27106	79.78579649596361	16810556.0	14423628.0	85.8	2386928.0	14.2	SRX1736096_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	16810556.0	0.0	20-75	42.0	30.18074981805463	72.88409972876566	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	pass	16837767	8164453	16837767	1262832525	7315265	1235534698	2.1616347741756177			0.3434	0.6497	0.0069
SRX1736097	16148868	12951260	20685	2383157	0	0	0	0	0	0	0	0	0	411339	353769	28658	80.19918176308084	16148868.0	13765711.0	85.24	2383157.0	14.76	SRX1736097_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	16148868.0	0.0	20-75	41.0	29.395637430063218	72.94241292950069	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	pass	16158050	7903257	16158050	1211853750	4855830	1187753073	1.9887446814436147			0.3874	0.6058	0.0068
SRX1750660	8882388	912284	3576	6175841	0	0	0	0	0	0	0	0	0	1776734	12988	965	10.270706481185014	8882388.0	2706547.0	30.47	6175841.0	69.53	SRX1750660_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	8882388.0	0.0	20-364	51.0	26.496062324406648	113.92779824524666	pass	warn	warn	fail	fail	pass	warn	fail	fail	pass		10294457	3373054	10294457	1312023473	284356849	1022816510	22.042819275078624			0.4235	0.5665	0.01
SRX1750661	8960540	209150	4933	6190678	0	0	0	0	0	0	0	0	0	2550751	4994	34	2.334122720282483	8960540.0	2769862.0	30.91	6190678.0	69.09	SRX1750661_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	8960540.0	0.0	20-366	53.0	8.27512683852647	114.07285375658165	pass	fail	warn	fail	fail	pass	warn	fail	fail	pass		9593083	3106513	9593083	1230958010	198019790	1028591474	16.439759468318506			0.5276	0.4233	0.0491
SRX1750662	9084759	1178304	604884	6160017	0	0	0	0	0	0	0	0	0	1124023	15993	1538	12.970118414808802	9084759.0	2924742.0	32.19	6160017.0	67.81	SRX1750662_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	9084759.0	0.0	20-365	50.0	31.457850303684946	121.64085310353308	pass	warn	warn	fail	warn	pass	warn	fail	fail	pass		10215022	3423020	10215022	1384905819	264441593	1115637546	19.44307470629524			0.397	0.5915	0.0115
SRX1750663	8567374	1312131	1418	6067990	0	0	0	0	0	0	0	0	0	1169622	14766	1447	15.315439713499146	8567374.0	2499384.0	29.17	6067990.0	70.83	SRX1750663_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	8567374.0	0.0	20-351	49.0	30.79933480281908	126.47135901852774	pass	fail	warn	fail	warn	pass	warn	fail	fail	pass		9468524	3210514	9468524	1313501749	216726556	1092148273	16.85216454173142			0.5186	0.469	0.0124
SRX1750664	8630923	866978	1056	6272918	0	0	0	0	0	0	0	0	0	1478519	10642	810	10.045020677394527	8630923.0	2358005.0	27.32	6272918.0	72.68	SRX1750664_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	8630923.0	0.0	20-349	51.0	28.49471984311427	123.5570705473795	pass	warn	warn	fail	fail	pass	warn	fail	fail	pass		9377023	3098368	9377023	1273158161	195031745	1073685523	15.667545801483495			0.4988	0.4911	0.0101
SRX1750665	6660225	107371	3464	4727384	0	0	0	0	0	0	0	0	0	1818675	3323	8	1.6121227135719889	6660225.0	1932841.0	29.02	4727384.0	70.98	SRX1750665_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	6660225.0	0.0	20-342	53.0	8.326959466793122	114.3509301862925	pass	fail	warn	fail	fail	pass	warn	fail	fail	pass		7395066	2434660	7395066	958318931	187788897	766786096	19.98633532159661			0.3249	0.6189	0.0563
SRX1750666	7513921	708225	656	5317327	0	0	0	0	0	0	0	0	0	1479509	7459	745	9.42550500597491	7513921.0	2196594.0	29.23	5317327.0	70.77	SRX1750666_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	7513921.0	0.0	20-367	51.0	29.198013887506708	117.63226736080937	pass	warn	warn	fail	fail	pass	warn	fail	fail	pass		8808097	2806727	8808097	1140844117	244157865	892571122	21.762218983331966			0.4046	0.5837	0.0117
SRX1750667	9172576	958344	875	6259069	0	0	0	0	0	0	0	0	0	1943157	10219	912	10.447926514863434	9172576.0	2913507.0	31.76	6259069.0	68.24	SRX1750667_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	9172576.0	0.0	20-367	50.0	23.688919819819304	123.4759629137987	pass	warn	warn	fail	fail	pass	warn	fail	fail	pass		10487594	3453714	10487594	1415374658	268230847	1141914928	19.32066032511937			0.4476	0.5447	0.0078
SRX1750668	6756810	953352	1117	4357880	0	0	0	0	0	0	0	0	0	1433613	9632	1216	14.109498417152471	6756810.0	2398930.0	35.5	4357880.0	64.5	SRX1750668_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	6756810.0	0.0	20-367	50.0	29.56410260646488	117.22785160452936	pass	warn	warn	fail	fail	pass	warn	fail	fail	pass		8069190	2660307	8069190	1044696570	239574739	801306881	23.297644118808584			0.4776	0.516	0.0064
SRX1750669	10310129	700588	1094	7952708	0	0	0	0	0	0	0	0	0	1649859	5169	711	6.795142912372872	10310129.0	2357421.0	22.87	7952708.0	77.13	SRX1750669_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	10310129.0	0.0	20-333	52.0	22.397180208507198	123.29745088543508	pass	warn	warn	fail	fail	pass	warn	fail	fail	pass		11077704	3524962	11077704	1517234241	233375376	1278719524	15.720362126997369			0.3925	0.601	0.0065
SRX1750670	9058761	947676	1218	6370952	0	0	0	0	0	0	0	0	0	1725823	12053	1039	10.461430652602493	9058761.0	2687809.0	29.67	6370952.0	70.33	SRX1750670_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	9058761.0	0.0	20-366	51.0	33.41061420491588	118.05434451797548	pass	warn	warn	fail	fail	pass	warn	fail	fail	pass		10264883	3344469	10264883	1360996856	276049520	1080294962	20.624727585704285			0.5302	0.4601	0.0096
SRX1750671	11624526	911629	1460	8526978	0	0	0	0	0	0	0	0	0	2173890	9218	1351	7.842289655509394	11624526.0	3097548.0	26.65	8526978.0	73.35	SRX1750671_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	11624526.0	0.0	20-367	51.0	26.50681722431663	120.24729386815427	pass	warn	warn	fail	fail	pass	warn	fail	fail	pass		12877261	4212317	12877261	1739047701	323723110	1409340179	18.959084435142817			0.4709	0.5226	0.0065
SRX1750672	7845540	817824	2277	5183615	0	0	0	0	0	0	0	0	0	1829404	11425	995	10.424062588426036	7845540.0	2661925.0	33.93	5183615.0	66.07	SRX1750672_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	7845540.0	0.0	20-367	51.0	28.36054781261437	111.33228560430513	pass	warn	warn	fail	fail	pass	warn	fail	fail	pass		9182674	3074983	9182674	1147710333	259613269	883791652	22.99523437330593			0.5196	0.4693	0.0111
SRX1750673	10568986	820721	2174	7265981	0	0	0	0	0	0	0	0	0	2468063	11166	881	7.765371247535005	10568986.0	3303005.0	31.25	7265981.0	68.75	SRX1750673_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	10568986.0	0.0	20-366	52.0	24.358151178080238	114.19806696687836	pass	warn	warn	fail	fail	pass	warn	fail	fail	pass		12497964	4103830	12497964	1580138070	355031290	1219205192	22.841856977726003			0.4518	0.5389	0.0093
SRX2007442	22839270	18063	9612306	3745273	0	0	0	0	4194	0	0	0	0	9457866	1486	82	0.0790874664558018	22839270.0	19093997.0	83.6	3745273.0	16.4	SRX2007442_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	22839270.0	0.0	20-76	54.0	28.943329643649253	74.98476580030798	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	pass	22881850	5878468	22881850	1739020600	6442680	1723513058	0.8917399828386161	0.5055	0.0105	0.484		
SRX2007446	44545601	29635	14598988	15259069	0	0	0	0	6417	0	0	0	0	14647521	3341	630	0.06652733229483199	44545601.0	29286532.0	65.75	15259069.0	34.25	SRX2007446_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	44545601.0	0.0	20-76	52.0	10.964369774094337	75.0920965237398	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass	pass	44636949	13276403	44636949	3392408124	11945963	3358997392	0.9848677039661518	0.504	0.0059	0.4901		
SRX2007447	28795455	505	9357044	9905070	0	0	0	0	2788	0	0	0	0	9530027	17	4	0.0017537489857340335	28795455.0	18890385.0	65.6	9905070.0	34.4	SRX2007447_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	28795455.0	0.0	20-76	54.0	25.626761913685552	75.01924973923836	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	pass	28846998	7607203	28846998	2192371848	7584870	2172790952	0.8931375404159997	0.4924	0.0225	0.485		
SRX2208112	4919739	398205	2575184	1665467	0	0	0	0	0	0	0	0	0	236234	44075	574	8.094026939233974	4919739.0	3254272.0	66.15	1665467.0	33.85	SRX2208112_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	4919739.0	0.0	20-100	48.0	12.892852059064007	85.91284659613041	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass	fail	4921447	3884012	4921447	492144700	61798761	424177566	13.81039641390022			0.1467	0.8449	0.0084
SRX2208113	7164283	830246	952298	4440646	0	0	0	0	0	0	0	0	0	802262	138049	782	11.588682356629407	7164283.0	2723637.0	38.02	4440646.0	61.98	SRX2208113_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	7164283.0	0.0	20-100	36.0	18.8031718171064	80.0279162618227	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass	fail	7168164	5312257	7168164	716816400	133306947	576895870	19.519716624787048			0.3207	0.6355	0.0438
SRX2208114	3058939	300505	509876	1313993	0	0	0	0	0	0	0	0	0	830020	104336	209	9.823831073453901	3058939.0	1744946.0	57.04	1313993.0	42.96	SRX2208114_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3058939.0	0.0	20-100	41.0	14.549369307085822	84.33823230865345	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass	fail	3060257	1938561	3060257	306025700	44271365	259347147	15.253148019921206			0.2906	0.6596	0.0498
SRX2208115	4160086	332673	833921	2734473	0	0	0	0	0	0	0	0	0	214166	44564	289	7.996781797299382	4160086.0	1425613.0	34.27	2734473.0	65.73	SRX2208115_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	4160086.0	0.0	20-100	37.0	25.420375101219783	80.89801556987042	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass	fail	4162018	3085025	4162018	416201800	73679968	338621247	18.640129139278113			0.2619	0.7137	0.0243
SRX2508581	10115781	8984723	9239	112841	0	0	0	0	0	0	0	0	0	662197	339261	7520	88.81887616981821	10115781.0	10002940.0	98.88	112841.0	1.12	SRX2508581_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	10115781.0	0.0	20-51	44.0	61.16388481791151	50.045267093069725	pass	pass	pass	fail	pass	pass	warn	warn	warn	pass		10116247	2624546	10116247	511004410	14106	506250432	0.93032034694182			0.0521	0.9424	0.0055
