Geneid,SRX7255900,SRX7255906,SRX7255905,SRX7255902,SRX7255887,SRX7255895,SRX7255891,SRX7255892,SRX7255916,SRX7255889,SRX7255917,SRX7255909,SRX7255913,SRX7255888,SRX7255897,SRX7255908,SRX7255912,SRX7255911,SRX7255914,SRX7255894,SRX7255904,SRX7255910,SRX7255907,SRX7255893,SRX7255901,SRX7255915,SRX7255890,SRX7255898,SRX7255899,SRX7255903,SRX7255896
BSU_11930,180,83,110,86,48,96,85,67,39,83,0,71,8,48,111,97,4,113,15,101,55,121,143,75,139,55,77,193,156,86,205
BSU_11940,416,141,157,325,44,473,3466,2468,97,62,1,106,2,73,1893,162,3,122,28,875,217,137,206,186,473,102,2535,2245,531,207,2931
BSU_11950,564,104,161,401,42,910,2753,1879,79,61,0,73,0,51,1934,135,0,96,24,1007,245,151,149,573,667,84,2118,2328,628,217,3018
BSU_11960,4,1,3,3,2,3,0,2,8,29,10,4,0,2,3,7,13,6,63,1,1,5,8,0,6,9,3,6,2,7,3
BSU_11970,363,186,184,221,49,332,669,437,66,88,1,86,2,50,204,181,4,113,13,355,164,128,251,342,271,51,498,261,333,172,342
BSU_11980,771,314,365,648,188,823,1353,917,160,240,1,318,22,165,452,383,16,337,50,962,426,339,494,908,673,165,1156,723,793,553,699
BSU_11990,18083,8708,10550,21088,1112,10139,195,120,2253,1409,0,5067,67,900,13427,16295,41,1115,297,8925,13781,5089,12069,9205,19130,1995,169,13707,27492,18802,21265
BSU_12000,605,496,502,1000,45,218,601,508,282,129,51,375,37,41,220,666,144,777,439,215,731,454,642,185,557,188,570,341,552,770,345
BSU_12010,162,63,66,91,211,222,148,82,71,502,0,67,22,168,322,78,115,81,42,184,60,94,97,277,140,32,162,233,160,109,403
BSU_12020,100,51,69,67,189,73,66,49,36,423,6,53,9,152,126,52,156,56,56,57,44,62,61,85,69,43,63,105,98,80,137
BSU_12030,1785,604,780,1505,215,1235,5666,4583,370,278,8,372,21,162,1956,651,80,787,174,1230,980,542,940,821,2075,429,4642,2944,2200,1117,3033
BSU_12040,2276,2183,2666,2869,405,870,1610,1140,473,387,5,1414,24,441,1301,2134,70,2519,137,833,2012,1491,3240,594,2698,397,1274,2326,2763,2539,2275
BSU_12050,3122,6352,6986,7351,827,27,14,8,428,658,1,5299,228,872,41,6429,251,7617,142,29,5649,5242,9730,17,2922,392,12,57,2777,8001,71
BSU_12060,363,182,174,325,62,340,635,548,112,116,7,167,16,86,243,235,37,171,48,377,287,167,236,294,391,94,582,341,438,314,444
BSU_12069,446,321,423,327,728,203,136,124,65,523,2,313,14,656,178,479,20,184,35,192,248,342,488,159,376,48,138,244,428,346,257
BSU_12070,224,129,163,270,12,32,87,60,43,24,4,75,10,14,142,88,22,212,14,46,188,76,210,32,234,24,81,142,221,255,226
BSU_12080,4053,2001,2258,4813,48,134,236,141,411,104,7,1120,115,69,1275,1643,124,1565,95,128,3370,1252,2883,108,3875,295,141,2503,4477,3731,1841
BSU_12090,6396,23723,24093,24738,125,9,27,24,1183,376,0,33847,3986,135,40,31769,3897,21039,663,8,18709,24174,36971,19,8621,1083,32,45,7468,27584,32
BSU_12100,3287,508,715,1857,176,1128,8985,8370,521,338,3,316,26,133,3554,613,94,333,130,2425,1442,530,666,1744,3515,390,8672,5556,3582,1384,6242
BSU_12110,1941,3872,4163,4812,343,651,292,198,327,341,0,1420,252,259,163,1908,285,5347,124,641,3862,1554,5982,898,2028,301,233,218,2054,5074,190
BSU_12120,491,430,402,500,2852,4811,4291,2892,222,2807,0,273,31,1810,1394,580,28,352,93,4397,372,554,534,5197,549,189,3306,2300,615,425,1693
BSU_12130,21,10,10,13,31,13,50,44,22,123,29,13,3,34,14,18,159,13,169,17,9,10,28,20,16,14,46,32,19,28,30
BSU_12140,928,624,595,698,98,160,757,506,747,136,1,417,270,82,216,732,225,1359,260,228,831,472,992,207,790,440,674,399,974,1083,354
BSU_12150,860,1174,768,564,490,29,17,8,2626,568,2,805,591,440,6,702,473,3118,1743,17,1119,951,1694,55,601,1301,32,7,873,1563,7
BSU_12160,15471,18849,18347,12161,10699,566,1007,771,70464,12563,1,18492,16504,11243,143,13804,12386,71247,37993,648,16654,21656,30206,1377,9368,34878,1527,154,14917,21018,256
BSU_12170,3438,4348,3447,1190,2354,196,249,180,12062,2770,3,2501,1276,2387,31,2265,1177,15390,6346,188,2770,2930,7186,365,1956,6015,334,41,3140,4413,61
BSU_12180,366,77,79,123,27,249,434,256,53,120,0,68,11,30,267,128,13,51,7,290,114,121,112,150,286,42,357,231,305,127,456
BSU_12190,607,282,285,571,1162,308,530,346,147,1504,4,410,88,992,482,812,81,353,109,342,335,445,405,247,532,168,408,626,579,462,760
BSU_12200,238,140,165,276,29,103,3068,2031,83,18,0,171,12,21,96,231,17,219,48,110,199,141,274,93,229,146,2336,143,222,285,144
BSU_12210,1650,1065,1064,1316,8587,876,1585,1357,1226,11695,1,1465,363,6556,297,2050,407,2649,499,788,1198,1440,1808,1274,1288,1182,1942,472,1769,1406,465
BSU_12220,2005,1122,1270,1591,15619,1342,3225,2395,1486,20100,0,1852,662,11489,443,2349,486,3117,681,1352,1274,1840,2148,2023,1755,1491,3197,698,2242,1646,743
BSU_12229,249,124,100,146,7,158,398,467,57,8,1,37,1,2,229,65,15,95,8,140,110,76,131,76,294,24,526,227,238,153,466
BSU_12230,1411,683,850,1081,760,614,2079,1388,696,1051,2,718,225,600,537,1171,201,1332,383,516,879,857,1142,630,1130,522,1816,1057,1642,948,887
BSU_12240,322,179,285,465,465,188,377,326,181,611,0,256,82,340,202,417,96,382,98,174,244,295,380,185,341,241,373,317,371,340,315
BSU_12250,364,215,282,438,246,152,394,295,183,277,0,273,101,173,216,455,75,353,118,119,284,253,326,154,320,204,368,328,390,326,306
BSU_12260,625,324,404,804,168,382,1277,1005,224,222,0,556,115,163,444,896,156,413,110,399,544,501,460,428,632,307,1096,686,778,667,692
BSU_12270,1296,1284,1179,4258,5049,240,132,89,4964,6338,8,1447,2351,3840,94,1597,2222,5604,2932,236,2961,1643,1471,344,925,2245,149,137,1360,2930,146
BSU_12280,3537,2009,2904,3229,868,3784,11599,9410,1323,1007,5,1449,99,879,3643,2809,139,2844,484,4386,1981,2074,3242,3957,3845,1085,10852,5288,4364,2221,5328
BSU_12290,10131,5764,8135,9323,3158,10781,30671,24890,4202,3367,58,4547,2380,3040,8720,9262,2233,9163,2730,12122,6135,6633,9094,11651,10593,3907,28704,13605,12124,7148,13518
BSU_12300,165,166,212,243,1458,76,29,37,293,1869,2,261,79,1041,22,324,90,465,204,80,163,272,228,91,111,394,38,28,160,214,32
BSU_12310,88,68,88,116,56,7,6,5,159,106,7,139,73,35,14,160,109,193,151,12,75,129,84,14,46,274,13,14,72,93,8
BSU_12320,2271,3483,4315,3594,38,6,5,5,435,148,1,4312,619,27,6,4262,437,5499,225,7,2734,4403,5830,7,1893,454,8,7,2011,3837,7
BSU_12330,1562,2408,2876,2396,86,8,13,7,341,208,0,3440,476,88,10,3281,466,4496,168,4,1900,3187,4026,18,1295,307,5,12,1381,2335,10
BSU_12340,1173,1842,2035,1847,208,9,25,21,261,318,1,2704,467,171,11,2410,502,3966,212,9,1437,2628,2882,12,1021,297,30,16,1078,1955,18
BSU_12350,731,1114,1315,1086,117,9,16,11,249,201,0,1585,406,97,6,1486,444,2646,138,8,965,1507,1808,9,588,231,18,13,714,1090,12
BSU_12360,929,1352,1619,1557,126,12,24,21,238,235,3,2068,450,102,14,1865,534,3548,164,8,1118,2030,2135,19,783,299,30,11,756,1534,9
BSU_12370,2516,2453,2843,3335,167,671,1686,1279,930,199,1,3100,298,142,887,3901,371,4806,311,815,2300,3156,3780,759,2447,1044,1460,1454,2473,3132,1512
BSU_12380,137,163,197,141,56,163,64,48,77,231,3,205,19,56,33,180,44,364,83,162,90,204,242,198,87,112,47,63,153,120,59
BSU_12390,225,357,477,301,240,286,95,81,165,405,11,510,91,179,56,423,186,707,177,263,238,456,590,415,226,226,92,74,251,316,75
BSU_12400,1591,2963,3273,4185,27,1337,2581,2233,1296,109,6,4157,517,46,1254,4185,468,4558,602,992,3174,3475,4938,1071,1786,1840,2558,2452,2040,4389,1998
BSU_12410,4534,1487,1430,3874,1196,12178,10123,7785,663,1283,0,741,87,975,5698,1745,82,1543,206,11008,3002,1000,2076,14388,4615,634,8600,7437,5502,3611,7124
BSU_12420,3303,2280,3435,2159,2024,1005,1588,1261,609,1825,0,1989,82,1879,1294,3225,74,1585,146,1262,1644,2124,4357,1156,3422,577,1573,1767,4534,2303,1784
BSU_12430,24495,44935,44651,63758,840546,5494,7909,5636,266538,1007616,8,83980,38882,611525,2562,61483,42290,134837,94665,6226,47244,85918,48414,7403,16727,242930,6705,2754,19729,59965,3238
BSU_12440,2410,4108,3860,6234,77773,481,354,251,17732,96317,0,6961,2570,61765,214,6099,3200,11541,6733,427,5155,7713,4531,615,1519,16192,316,225,1617,6156,252
BSU_12450,224,67,96,113,4,107,84,71,36,16,2,58,28,1,74,135,41,78,31,104,93,89,123,66,146,20,86,128,160,96,132
BSU_12460,349,281,344,428,19,1661,682,506,113,54,1,361,96,16,143,329,72,367,113,1342,317,369,447,2600,254,163,731,127,310,387,151
BSU_12470,1517,455,554,996,63,1182,2262,1584,351,81,0,286,28,49,1901,546,26,360,139,1443,663,393,665,787,1684,288,1904,2635,1744,796,3309
BSU_12480,397,139,159,156,185,248,309,125,86,277,6,101,79,160,119,182,124,108,119,277,121,142,186,287,253,102,203,264,274,136,251
BSU_12490,944,652,1008,879,350,324,662,409,244,660,13,851,453,266,275,700,519,847,379,326,615,852,1125,299,812,312,525,490,779,812,488
BSU_12500,258,287,277,682,8,109,229,159,217,54,3,216,38,14,81,280,59,317,215,119,469,269,303,105,209,106,196,151,311,451,135
BSU_12510,878,462,515,818,16,357,658,497,193,60,1,417,15,11,372,664,16,266,51,301,573,431,654,266,717,164,541,578,842,764,586
BSU_12519,5,4,4,2,0,18,12,9,0,1,1,2,0,1,3,9,1,7,1,5,10,2,12,19,2,5,8,1,6,5,0
BSU_12520,28,16,19,40,4,46,69,33,17,6,0,15,5,1,10,21,3,20,9,39,24,24,36,62,30,15,65,14,28,32,19
BSU_12530,20,23,14,42,2,63,67,67,20,8,0,13,9,2,22,32,5,51,10,60,35,17,35,100,31,16,85,15,33,32,16
BSU_12539,7,6,3,8,0,17,22,15,5,5,0,6,5,1,4,9,1,16,2,16,4,8,12,23,10,3,19,3,7,10,15
BSU_12540,20,30,18,27,0,29,26,21,12,23,0,15,2,5,8,22,3,25,7,31,21,13,40,63,11,17,37,10,21,31,9
BSU_12550,24,13,8,29,1,27,29,30,12,6,0,13,1,2,8,13,3,19,3,25,27,13,23,52,22,6,24,11,23,31,19
BSU_12560,20,11,16,26,0,45,31,48,8,9,0,12,3,2,6,16,8,22,5,44,21,11,30,64,17,8,49,10,9,30,8
BSU_12570,161,136,109,250,4,1483,709,628,213,21,2,268,21,4,142,270,28,136,88,1331,188,258,179,1701,158,147,778,137,188,244,179
BSU_12580,246,189,170,391,8,2420,1038,958,343,44,2,446,93,13,220,301,90,255,198,2070,192,447,227,3367,246,268,1250,198,256,297,227
BSU_12590,298,252,240,450,22,2243,974,870,338,81,1,461,136,22,217,366,125,309,153,2108,262,492,359,3178,283,228,1128,170,325,373,173
BSU_12600,212,121,118,210,20,2117,805,718,246,85,3,320,66,23,188,193,87,141,128,1853,158,295,171,3304,141,228,1030,143,231,188,180
BSU_12610,256,143,130,305,26,3006,1365,1227,322,67,1,463,115,20,297,257,101,214,223,2831,181,469,188,5310,197,307,1550,187,303,234,221
BSU_12619,117,64,65,132,14,1378,584,570,165,35,0,213,58,13,119,108,73,131,83,1301,82,196,93,2567,97,167,782,92,113,117,98
BSU_12620,92,54,50,102,11,1270,484,451,133,18,0,166,45,3,117,87,35,82,36,1291,68,153,83,2141,90,122,567,85,97,66,75
BSU_12630,115,69,76,157,18,1662,594,573,173,31,0,210,44,12,118,145,49,112,69,1418,86,213,94,2512,105,151,695,94,151,118,117
BSU_12640,73,52,33,106,13,1102,469,415,102,38,0,127,56,9,76,105,49,60,53,920,58,106,71,1742,82,92,512,58,109,68,98
BSU_12649,41,24,18,70,1,658,271,264,45,50,0,75,8,4,57,51,8,42,22,564,35,72,43,966,52,42,354,40,73,50,64
BSU_12650,410,204,187,525,39,5580,2418,2216,439,55,0,522,106,33,448,337,156,291,168,4984,269,510,305,9044,367,392,2946,311,448,337,433
BSU_12660,179,108,91,274,24,2241,943,855,174,46,0,257,44,25,164,149,38,139,94,1795,163,285,158,3312,197,158,984,146,239,187,176
BSU_12671,70,43,47,110,1,804,348,285,109,77,0,131,7,12,76,75,19,61,41,774,62,120,77,997,71,76,398,50,79,85,76
BSU_12672,8,8,5,13,0,104,37,43,17,14,0,21,0,0,8,11,2,14,1,123,6,18,5,147,8,10,71,6,6,12,6
BSU_12680,573,593,654,889,633,3846,1623,1670,553,1065,5,1316,155,477,389,973,210,951,253,3693,597,1163,900,5768,547,518,2099,282,634,762,422
BSU_12690,43,34,30,69,33,647,255,261,42,33,1,117,8,24,37,52,27,57,64,652,45,93,44,1017,35,69,297,31,54,37,47
BSU_12700,66,39,32,78,4,938,392,345,84,16,1,148,17,5,53,64,35,74,58,921,39,141,62,1629,58,76,487,51,54,43,71
BSU_12710,15,9,4,26,0,220,89,91,19,6,0,23,8,2,23,20,8,16,9,188,7,21,15,385,11,21,104,6,16,9,12
BSU_12720,21,18,17,11,1,261,108,142,30,17,0,35,3,4,17,21,9,19,14,279,10,32,12,475,19,32,147,15,19,18,18
BSU_12730,77,43,31,86,14,766,310,269,94,111,0,106,19,36,63,59,27,64,42,726,53,134,57,1236,51,73,361,48,62,40,61
BSU_12740,49,18,35,59,17,686,239,222,45,14,0,107,23,20,40,45,27,50,35,660,42,91,33,1074,29,42,301,38,42,35,44
BSU_12749,25,6,8,28,4,285,114,110,19,4,0,28,0,3,18,24,9,27,16,246,9,28,12,447,13,19,148,16,19,12,20
BSU_12750,242,215,220,410,43,1816,692,702,193,337,4,435,21,66,173,352,41,375,97,1905,297,410,346,2443,252,167,944,117,269,373,199
BSU_12760,32,25,20,66,1,373,114,111,24,15,0,53,7,2,23,42,16,61,16,318,42,48,40,621,41,46,149,35,46,31,23
BSU_12770,20,9,10,21,0,145,63,54,16,8,0,23,2,0,18,23,4,15,4,147,17,17,15,253,15,17,86,11,17,22,18
BSU_12780,91,50,43,118,15,991,363,355,98,47,1,150,29,10,73,96,56,91,68,952,96,141,66,1544,74,89,432,81,106,122,83
BSU_12790,142,81,46,178,9,767,311,205,77,33,0,141,16,10,71,153,34,66,45,645,104,142,109,986,80,79,278,54,120,119,79
BSU_12800,88,65,47,149,20,796,256,255,117,30,2,193,29,11,78,109,33,77,95,716,85,198,85,1111,87,138,330,60,121,129,64
BSU_12810,528,384,332,875,128,3382,1398,1215,812,193,27,1114,235,85,338,674,671,517,614,3071,568,1110,540,5083,593,704,1612,307,585,637,361
BSU_12815,282,521,619,358,6,24,46,48,70,35,0,556,32,15,29,374,33,297,37,29,298,449,797,19,283,69,49,71,272,418,62
BSU_12820,1825,1213,1386,1602,415,323,767,608,834,347,0,1021,85,395,494,1772,133,1706,240,347,1452,1113,1987,332,1556,678,666,705,1625,1822,749
BSU_12830,3799,3058,3642,3536,587,812,1826,1273,1996,607,0,2536,133,521,1230,3727,157,4282,537,1002,2816,2611,4784,823,3198,1411,1617,1802,3616,3897,1888
BSU_12840,7280,4414,5490,6066,388,4209,14886,11891,4004,542,1,2995,646,379,5441,4396,491,7575,1840,4470,4760,3973,7394,4196,7087,2794,13517,8556,8288,5894,8653
BSU_12850,5683,2808,3459,3992,190,3958,13857,10961,2130,251,4,1623,61,200,5713,2442,78,4346,536,4882,3065,2208,4677,2770,5793,1397,11694,8205,6442,3755,9391
BSU_12860,931,790,1355,494,181,996,1744,1277,242,197,3,555,26,134,1246,1166,44,210,73,1651,278,656,1585,918,1221,194,1373,1716,1535,351,2056
BSU_12870,1482,1053,1134,1395,390,774,712,578,829,418,0,983,110,239,435,1336,94,1793,256,742,1234,1075,1641,912,1337,544,717,754,1638,1687,678
BSU_12875,1,0,2,0,0,2,0,0,2,13,0,0,0,2,0,0,0,0,5,1,0,0,1,0,0,0,0,0,0,1,0
BSU_12880,39,33,31,46,34,97,114,83,23,83,1,29,5,19,36,53,23,28,17,94,25,37,51,106,30,15,112,57,42,55,54
BSU_12890,28,15,25,34,41,82,55,59,26,60,1,12,1,30,24,39,23,23,22,81,24,15,37,98,32,14,49,42,33,28,35
BSU_12900,3315,2329,2856,4307,2916,1776,2359,2006,1725,3091,0,2366,438,2004,1245,3373,463,4903,787,1850,3104,2375,3621,2458,3043,2059,2430,1875,3463,3715,1936
BSU_12910,1059,625,716,789,223,425,1717,1200,307,298,0,379,64,185,459,629,78,1105,165,514,612,489,1120,423,914,333,1416,890,1185,825,795
BSU_12920,8037,5077,6664,13629,1290,1712,4313,2839,2821,1700,0,5887,2269,950,699,8749,1841,8141,1339,1403,8392,5683,6831,1742,6752,3910,3468,1444,6855,8982,1509
BSU_12930,5583,3804,5072,11390,1824,548,1373,892,3076,2738,0,5730,2717,1403,242,6519,2376,7784,1640,364,6901,5379,5043,553,4673,5044,1130,521,4639,7286,622
BSU_12940,5292,3393,4656,9382,3306,420,768,494,2639,4652,0,4746,3273,2322,187,5849,2705,6279,1415,288,5895,4629,4493,400,4252,4036,707,325,4428,6550,411
BSU_12950,4781,3827,4996,8473,4670,305,634,413,2294,7218,0,5099,3469,3700,140,5867,2781,5870,1196,218,6030,4697,4808,356,3606,3244,559,294,4220,6251,296
BSU_12960,11345,8977,11595,23887,19048,891,1947,1289,6125,23348,0,13326,4079,13906,375,14272,3973,15639,2980,700,15354,12715,11512,988,8653,8923,1682,747,9857,18055,825
BSU_12970,1998,1709,2366,3874,645,137,504,402,616,930,0,2158,700,473,130,2256,613,3574,318,87,2573,2025,2264,148,1565,1141,521,188,1834,2691,211
BSU_12980,2840,2462,3001,5288,2326,189,696,483,1151,3446,0,3469,1271,1948,134,3350,1037,4958,550,173,3616,3319,3042,224,2237,1699,645,218,2456,3792,259
BSU_12990,3039,2492,3354,5609,3192,238,854,601,1213,4309,1,3421,827,2424,151,3524,800,5501,621,223,3699,3306,3257,290,2260,1767,775,237,2571,4172,302
BSU_13000,3456,2641,3635,6426,5915,312,1146,895,1638,8236,1,4050,1835,4664,202,4075,1520,5623,975,233,4469,3758,3419,379,2723,2596,1051,339,3068,4480,318
BSU_13010,8208,4947,5377,12784,7931,12961,8946,7448,5644,9610,38,4341,1229,6145,5199,7019,1474,8463,2667,12786,8864,4700,7016,16843,7283,3592,8797,8304,8985,9430,7644
BSU_13020,2524,4036,3659,13525,1153,996,225,207,12461,1337,12,6080,1403,1064,110,5455,1509,10860,6147,925,8296,6068,4206,1915,1690,5358,559,109,2851,8446,128
BSU_13030,1250,483,525,1086,57,668,1508,1084,293,113,1,479,23,60,820,861,31,463,70,702,874,495,680,528,1287,230,1210,1529,1374,1124,1420
BSU_13040,1277,820,920,1621,1437,7916,151,131,206,1693,0,603,122,1066,881,508,88,692,144,8367,1126,590,1242,11851,1538,218,133,1028,1797,1450,1018
BSU_13050,81,186,203,201,3,1,1,4,23,4,0,175,7,0,2,115,7,161,8,1,105,150,260,2,118,20,5,3,96,203,3
BSU_13060,400,514,596,598,75,146,13,14,56,152,0,325,27,42,75,384,28,355,34,202,444,314,722,194,355,34,16,101,353,627,82
BSU_13070,675,354,430,600,28,187,241,134,172,95,1,522,37,28,203,818,58,404,59,233,396,599,513,227,497,149,186,324,631,548,348
BSU_13080,667,341,406,482,6,187,180,117,159,40,2,475,33,11,178,738,59,374,92,162,397,491,443,205,496,136,189,364,560,435,302
BSU_13090,108,73,111,89,79,77,162,132,59,102,0,50,21,51,76,105,16,124,28,79,48,74,139,88,83,40,170,140,122,67,134
BSU_13100,76,91,96,87,155,63,149,129,47,212,0,53,19,137,61,88,10,135,19,63,42,47,136,80,62,50,131,106,120,84,97
BSU_13110,3414,1694,2029,2824,975,2508,8880,6973,1204,1285,0,1347,334,815,2686,2963,254,2340,656,2400,2106,1645,2731,2309,3299,1229,7533,4313,4052,2566,4255
BSU_13120,1087,866,969,1192,495,532,1352,1204,332,765,0,847,93,397,430,1766,90,1486,113,483,958,937,1204,644,980,307,1498,752,1216,1039,736
BSU_13130,2032,1283,1582,2168,1351,1151,2756,2342,709,1725,0,1826,209,974,882,3126,221,2525,237,1040,1669,1813,2042,1476,1722,644,2751,1436,2353,1872,1241
BSU_13140,263,120,150,169,15,235,478,311,123,44,5,87,11,12,148,132,16,145,53,214,144,130,214,258,214,49,400,178,241,229,206
BSU_13150,749,555,649,676,112,425,746,505,478,109,4,372,65,113,349,660,64,796,195,478,615,480,1000,434,727,416,552,580,770,851,570
BSU_13160,11688,12137,11402,14537,11539,4299,1027,541,27522,12846,0,9725,4257,11480,709,9077,3597,22538,13222,3539,13968,13184,17774,6443,7624,11075,1189,711,11887,17108,930
BSU_13169,885,1273,1301,1043,532,154,65,39,1616,569,0,868,124,501,71,625,89,1536,825,157,1166,1112,1802,192,654,783,73,92,939,1415,111
BSU_13170,323,199,227,327,90,541,389,360,42,142,292,233,11,66,252,270,797,192,2477,482,216,260,337,815,344,60,356,422,450,270,436
BSU_13180,46700,14348,15783,23501,14407,63511,95291,107795,7633,18396,34,14069,238,9928,41421,13573,286,7224,1690,73903,15089,26158,26293,102870,55675,6265,114180,74988,67918,19291,55784
BSU_13190,14589,24306,27193,22916,223842,4318,9020,5812,13297,291553,0,37837,11781,168640,693,29299,10709,27401,5839,3410,16957,34794,32674,5786,11462,15564,6904,1014,13150,21995,1059
BSU_13200,2520,1078,1402,1951,143,1775,1953,1204,322,245,0,845,62,176,1611,1382,78,852,95,2003,1302,1137,1600,1800,2038,358,1625,2350,2176,1569,2270
BSU_13210,50,25,33,59,149,74,54,46,19,256,0,34,18,105,20,36,17,44,16,61,44,33,40,91,60,33,70,33,51,51,41
BSU_13220,147,83,98,186,320,193,123,122,49,409,4,122,48,259,74,158,43,127,44,212,115,113,127,335,138,70,134,92,181,144,92
BSU_13230,49,23,34,75,104,80,36,33,30,150,0,55,18,79,17,73,25,47,14,57,46,39,47,105,46,24,49,32,64,44,38
BSU_13240,63,19,33,68,32,61,45,31,12,54,1,42,9,25,18,53,13,46,16,62,33,36,49,103,58,40,37,47,53,52,38
BSU_13250,326,233,261,287,8,155,368,275,78,64,2,134,25,22,230,239,36,254,37,172,214,200,379,164,331,79,291,321,401,266,311
BSU_13260,535,303,378,440,1325,212,572,485,148,1823,1,271,70,943,320,428,48,389,61,247,363,284,468,254,470,124,530,441,519,434,479
BSU_13270,242,152,194,236,528,125,255,226,60,656,0,143,6,369,152,188,11,197,40,130,171,174,243,122,243,49,262,210,296,223,249
BSU_13280,531,348,426,441,1211,259,477,348,480,1514,0,273,12,976,224,423,36,390,101,350,338,280,531,319,408,315,455,342,533,414,357
BSU_13290,176,144,164,233,1,7,8,3,44,14,0,124,11,8,6,114,6,48,101,7,199,181,157,1,158,52,6,6,138,202,9
BSU_13300,4973,2565,2425,2478,601,3202,5578,4536,1214,832,6,1184,262,536,1361,1885,316,3021,465,3301,3054,1437,4383,4117,4327,1013,5212,2296,5288,4218,2205
BSU_13310,951,385,513,759,72,346,3582,2544,296,93,0,453,23,55,5808,838,34,521,118,332,559,458,600,237,1812,375,2913,5859,2479,720,11336
BSU_13320,54,8,17,19,0,8,1142,616,11,21,30,12,1,6,2381,10,72,25,109,8,17,7,34,10,479,80,690,2256,916,22,7419
BSU_13330,33,9,17,9,0,11,652,394,9,5,1,4,0,0,1514,8,1,6,9,5,3,5,16,0,270,36,452,1413,584,19,4704
BSU_13340,17238,11274,13018,25412,1099,1668,5910,4235,5421,1394,0,14487,702,1001,4545,25716,488,6822,1289,1949,14602,15546,13765,1484,16165,4418,4594,6107,15551,21001,7408
BSU_13350,142,161,208,277,84,59,53,49,102,149,8,181,39,71,64,224,179,301,106,38,168,170,264,43,138,97,45,89,139,200,103
BSU_13360,336,643,885,681,10,2,3,3,75,10,1,1170,62,11,7,650,100,761,38,5,524,922,987,2,356,88,5,4,317,791,2
BSU_13370,134,158,168,213,55,58,164,151,95,88,2,214,14,63,68,220,37,230,64,89,156,218,208,61,148,108,171,98,167,189,123
BSU_13380,618,1487,1637,1586,41,30,71,46,317,111,0,1159,134,35,48,1062,132,1507,162,40,1210,1155,2317,48,674,263,71,85,756,1660,82
BSU_13390,425,793,978,934,76,46,74,62,193,127,0,574,65,61,41,499,62,857,84,56,662,568,1219,43,452,140,83,64,464,1013,74
BSU_13400,468,1524,1667,1617,163,110,264,262,165,251,15,1775,161,124,120,1698,195,1501,198,139,1268,1564,2452,139,637,220,250,170,616,1767,174
BSU_13410,299,991,1032,941,39,58,89,101,64,84,1,958,44,36,65,1000,81,741,63,48,687,863,1458,63,385,74,130,71,388,1020,71
BSU_13420,528,418,508,854,126,912,2449,2256,196,169,13,551,28,113,956,716,64,699,115,1012,578,656,607,826,515,177,2464,1591,538,699,1308
BSU_13430,522,291,361,513,126,229,798,595,150,217,4,233,44,109,310,353,94,281,64,218,432,303,438,184,550,177,643,470,669,503,566
BSU_13440,8766,2124,2496,2679,247,6547,2315,1561,1359,336,1,1736,245,218,2963,2742,257,1873,328,4440,2447,2188,2806,3110,7452,1141,1486,3425,5835,2233,4891
BSU_13450,1171,563,621,906,64,635,1006,739,643,121,3,622,21,74,812,1138,36,887,106,568,737,693,970,395,1271,365,853,931,1369,988,1268
BSU_13460,1215,642,735,1008,120,675,1095,848,470,186,24,678,64,148,660,1162,127,984,180,628,776,777,975,505,1180,342,1049,879,1271,956,1075
BSU_13470,713,1811,2156,2236,12,7,18,15,794,37,8,1781,90,18,21,1315,154,1039,1232,8,1579,1763,2584,9,830,833,13,17,738,2376,22
BSU_13480,1617,721,728,1575,42,809,3273,2704,318,69,18,406,20,46,1224,801,101,839,176,779,1090,504,976,645,1673,368,2939,2016,1810,1169,2066
BSU_13490,4721,3915,4942,4852,7942,1616,2473,1693,1772,9070,0,3457,865,6808,1515,5153,619,4129,727,1632,3951,3384,6271,1656,4798,1496,1737,2381,5939,4835,2410
BSU_13500,1850,1045,1263,1662,398,1202,3636,2622,440,463,0,663,139,325,1149,1214,98,1177,165,1256,1241,855,1706,889,1977,596,2912,2149,2104,1399,2036
BSU_13509,492,972,1179,1106,6,26,9,10,114581,12,140,955,1472,4,23,907,1056,3398,141640,8,680,946,1542,13,572,99507,4,18,498,1235,14
BSU_13510,352,949,1268,925,3,26,6,5,101268,28,251,780,800,10,22,733,567,2950,118304,9,624,727,1460,18,464,89198,5,3,483,1189,9
BSU_13520,387,631,695,938,547,65,39,35,458,733,0,605,97,507,33,788,119,972,255,38,660,604,1055,56,372,243,47,22,459,781,25
BSU_13530,7080,3205,3947,5974,992,1702,2631,1973,1339,1321,2,3386,155,741,2246,6611,239,3582,378,1561,4546,3944,4372,1769,5576,1435,2609,3695,6689,5626,3969
BSU_13540,3048,1412,1570,2837,807,1305,1853,1292,660,1215,0,1406,255,711,1347,2690,186,1465,233,1051,2093,1365,1998,1621,2932,709,1527,2135,3232,2402,2335
BSU_13545,687,406,422,771,171,261,445,288,156,248,0,330,10,134,324,526,10,313,36,320,518,273,525,299,729,155,354,530,716,594,574
BSU_13550,5341,1960,2231,2758,1514,4430,10541,9111,740,2000,4,1958,52,1077,3090,1749,61,1042,176,4306,2076,3447,3733,6019,6474,771,9427,7342,8019,2471,4471
BSU_13560,5653,2140,2373,2819,710,4721,11287,10102,752,785,5,2171,30,549,3382,1845,42,1232,219,4612,2192,3690,4106,6069,6629,750,10261,7683,7868,2623,5217
